Transaction,Item,date_time,period_day,weekday_weekend,date,time,hour,day_name,month
10,Scandinavian,2016-10-30 10:25:00,morning,weekend,2016-10-30,10:25:00,10,Sunday,October
10,Medialuna,2016-10-30 10:25:00,morning,weekend,2016-10-30,10:25:00,10,Sunday,October
11,Bread,2016-10-30 10:27:00,morning,weekend,2016-10-30,10:27:00,10,Sunday,October
11,Medialuna,2016-10-30 10:27:00,morning,weekend,2016-10-30,10:27:00,10,Sunday,October
11,Bread,2016-10-30 10:27:00,morning,weekend,2016-10-30,10:27:00,10,Sunday,October
12,Jam,2016-10-30 10:30:00,morning,weekend,2016-10-30,10:30:00,10,Sunday,October
12,Coffee,2016-10-30 10:30:00,morning,weekend,2016-10-30,10:30:00,10,Sunday,October
12,Tartine,2016-10-30 10:30:00,morning,weekend,2016-10-30,10:30:00,10,Sunday,October
12,Pastry,2016-10-30 10:30:00,morning,weekend,2016-10-30,10:30:00,10,Sunday,October
12,Tea,2016-10-30 10:30:00,morning,weekend,2016-10-30,10:30:00,10,Sunday,October
13,Basket,2016-10-30 10:31:00,morning,weekend,2016-10-30,10:31:00,10,Sunday,October
13,Bread,2016-10-30 10:31:00,morning,weekend,2016-10-30,10:31:00,10,Sunday,October
13,Coffee,2016-10-30 10:31:00,morning,weekend,2016-10-30,10:31:00,10,Sunday,October
14,Bread,2016-10-30 10:32:00,morning,weekend,2016-10-30,10:32:00,10,Sunday,October
14,Medialuna,2016-10-30 10:32:00,morning,weekend,2016-10-30,10:32:00,10,Sunday,October
14,Pastry,2016-10-30 10:32:00,morning,weekend,2016-10-30,10:32:00,10,Sunday,October
15,Mineral water,2016-10-30 10:34:00,morning,weekend,2016-10-30,10:34:00,10,Sunday,October
15,Scandinavian,2016-10-30 10:34:00,morning,weekend,2016-10-30,10:34:00,10,Sunday,October
16,Bread,2016-10-30 10:37:00,morning,weekend,2016-10-30,10:37:00,10,Sunday,October
16,Medialuna,2016-10-30 10:37:00,morning,weekend,2016-10-30,10:37:00,10,Sunday,October
16,Coffee,2016-10-30 10:37:00,morning,weekend,2016-10-30,10:37:00,10,Sunday,October
17,Hot chocolate,2016-10-30 10:38:00,morning,weekend,2016-10-30,10:38:00,10,Sunday,October
18,Farm House,2016-10-30 10:41:00,morning,weekend,2016-10-30,10:41:00,10,Sunday,October
19,Farm House,2016-10-30 10:43:00,morning,weekend,2016-10-30,10:43:00,10,Sunday,October
19,Bread,2016-10-30 10:43:00,morning,weekend,2016-10-30,10:43:00,10,Sunday,October
20,Bread,2016-10-30 10:45:00,morning,weekend,2016-10-30,10:45:00,10,Sunday,October
20,Medialuna,2016-10-30 10:45:00,morning,weekend,2016-10-30,10:45:00,10,Sunday,October
21,Coffee,2016-10-30 10:49:00,morning,weekend,2016-10-30,10:49:00,10,Sunday,October
21,Coffee,2016-10-30 10:49:00,morning,weekend,2016-10-30,10:49:00,10,Sunday,October
21,Medialuna,2016-10-30 10:49:00,morning,weekend,2016-10-30,10:49:00,10,Sunday,October
21,Bread,2016-10-30 10:49:00,morning,weekend,2016-10-30,10:49:00,10,Sunday,October
22,Jam,2016-10-30 10:52:00,morning,weekend,2016-10-30,10:52:00,10,Sunday,October
23,Scandinavian,2016-10-30 10:53:00,morning,weekend,2016-10-30,10:53:00,10,Sunday,October
23,Muffin,2016-10-30 10:53:00,morning,weekend,2016-10-30,10:53:00,10,Sunday,October
24,Bread,2016-10-30 10:54:00,morning,weekend,2016-10-30,10:54:00,10,Sunday,October
25,Scandinavian,2016-10-30 10:55:00,morning,weekend,2016-10-30,10:55:00,10,Sunday,October
26,Fudge,2016-10-30 10:56:00,morning,weekend,2016-10-30,10:56:00,10,Sunday,October
27,Scandinavian,2016-10-30 11:02:00,morning,weekend,2016-10-30,11:02:00,11,Sunday,October
28,Coffee,2016-10-30 11:03:00,morning,weekend,2016-10-30,11:03:00,11,Sunday,October
28,Bread,2016-10-30 11:03:00,morning,weekend,2016-10-30,11:03:00,11,Sunday,October
29,Bread,2016-10-30 11:05:00,morning,weekend,2016-10-30,11:05:00,11,Sunday,October
29,Jam,2016-10-30 11:05:00,morning,weekend,2016-10-30,11:05:00,11,Sunday,October
30,Bread,2016-10-30 11:07:00,morning,weekend,2016-10-30,11:07:00,11,Sunday,October
31,Basket,2016-10-30 11:12:00,morning,weekend,2016-10-30,11:12:00,11,Sunday,October
32,Scandinavian,2016-10-30 11:16:00,morning,weekend,2016-10-30,11:16:00,11,Sunday,October
32,Muffin,2016-10-30 11:16:00,morning,weekend,2016-10-30,11:16:00,11,Sunday,October
33,Coffee,2016-10-30 11:22:00,morning,weekend,2016-10-30,11:22:00,11,Sunday,October
34,Coffee,2016-10-30 11:25:00,morning,weekend,2016-10-30,11:25:00,11,Sunday,October
34,Muffin,2016-10-30 11:25:00,morning,weekend,2016-10-30,11:25:00,11,Sunday,October
35,Muffin,2016-10-30 11:27:00,morning,weekend,2016-10-30,11:27:00,11,Sunday,October
35,Scandinavian,2016-10-30 11:27:00,morning,weekend,2016-10-30,11:27:00,11,Sunday,October
36,Tea,2016-10-30 11:33:00,morning,weekend,2016-10-30,11:33:00,11,Sunday,October
36,Bread,2016-10-30 11:33:00,morning,weekend,2016-10-30,11:33:00,11,Sunday,October
37,Coffee,2016-10-30 11:37:00,morning,weekend,2016-10-30,11:37:00,11,Sunday,October
37,Bread,2016-10-30 11:37:00,morning,weekend,2016-10-30,11:37:00,11,Sunday,October
38,Bread,2016-10-30 11:42:00,morning,weekend,2016-10-30,11:42:00,11,Sunday,October
38,Tea,2016-10-30 11:42:00,morning,weekend,2016-10-30,11:42:00,11,Sunday,October
39,Scandinavian,2016-10-30 11:44:00,morning,weekend,2016-10-30,11:44:00,11,Sunday,October
40,Juice,2016-10-30 11:55:00,morning,weekend,2016-10-30,11:55:00,11,Sunday,October
40,Tartine,2016-10-30 11:55:00,morning,weekend,2016-10-30,11:55:00,11,Sunday,October
40,Coffee,2016-10-30 11:55:00,morning,weekend,2016-10-30,11:55:00,11,Sunday,October
40,Muffin,2016-10-30 11:55:00,morning,weekend,2016-10-30,11:55:00,11,Sunday,October
41,Scandinavian,2016-10-30 11:57:00,morning,weekend,2016-10-30,11:57:00,11,Sunday,October
42,Bread,2016-10-30 11:57:00,morning,weekend,2016-10-30,11:57:00,11,Sunday,October
42,Tea,2016-10-30 11:57:00,morning,weekend,2016-10-30,11:57:00,11,Sunday,October
43,Scandinavian,2016-10-30 12:00:00,afternoon,weekend,2016-10-30,12:00:00,12,Sunday,October
43,Fudge,2016-10-30 12:00:00,afternoon,weekend,2016-10-30,12:00:00,12,Sunday,October
44,Coffee,2016-10-30 12:05:00,afternoon,weekend,2016-10-30,12:05:00,12,Sunday,October
44,Medialuna,2016-10-30 12:05:00,afternoon,weekend,2016-10-30,12:05:00,12,Sunday,October
45,Coffee,2016-10-30 12:08:00,afternoon,weekend,2016-10-30,12:08:00,12,Sunday,October
45,Hot chocolate,2016-10-30 12:08:00,afternoon,weekend,2016-10-30,12:08:00,12,Sunday,October
45,Medialuna,2016-10-30 12:08:00,afternoon,weekend,2016-10-30,12:08:00,12,Sunday,October
46,Coffee,2016-10-30 12:09:00,afternoon,weekend,2016-10-30,12:09:00,12,Sunday,October
47,Ella's Kitchen Pouches,2016-10-30 12:15:00,afternoon,weekend,2016-10-30,12:15:00,12,Sunday,October
47,Juice,2016-10-30 12:15:00,afternoon,weekend,2016-10-30,12:15:00,12,Sunday,October
47,Bread,2016-10-30 12:15:00,afternoon,weekend,2016-10-30,12:15:00,12,Sunday,October
47,Muffin,2016-10-30 12:15:00,afternoon,weekend,2016-10-30,12:15:00,12,Sunday,October
47,Jam,2016-10-30 12:15:00,afternoon,weekend,2016-10-30,12:15:00,12,Sunday,October
48,Coffee,2016-10-30 12:17:00,afternoon,weekend,2016-10-30,12:17:00,12,Sunday,October
49,Coffee,2016-10-30 12:23:00,afternoon,weekend,2016-10-30,12:23:00,12,Sunday,October
49,Coffee,2016-10-30 12:23:00,afternoon,weekend,2016-10-30,12:23:00,12,Sunday,October
49,Medialuna,2016-10-30 12:23:00,afternoon,weekend,2016-10-30,12:23:00,12,Sunday,October
50,Bread,2016-10-30 12:25:00,afternoon,weekend,2016-10-30,12:25:00,12,Sunday,October
50,Victorian Sponge,2016-10-30 12:25:00,afternoon,weekend,2016-10-30,12:25:00,12,Sunday,October
51,Bread,2016-10-30 12:26:00,afternoon,weekend,2016-10-30,12:26:00,12,Sunday,October
52,Scandinavian,2016-10-30 12:28:00,afternoon,weekend,2016-10-30,12:28:00,12,Sunday,October
54,Bread,2016-10-30 12:33:00,afternoon,weekend,2016-10-30,12:33:00,12,Sunday,October
55,Frittata,2016-10-30 12:38:00,afternoon,weekend,2016-10-30,12:38:00,12,Sunday,October
55,Coffee,2016-10-30 12:38:00,afternoon,weekend,2016-10-30,12:38:00,12,Sunday,October
55,Tea,2016-10-30 12:38:00,afternoon,weekend,2016-10-30,12:38:00,12,Sunday,October
55,Hearty & Seasonal,2016-10-30 12:38:00,afternoon,weekend,2016-10-30,12:38:00,12,Sunday,October
56,Coffee,2016-10-30 12:39:00,afternoon,weekend,2016-10-30,12:39:00,12,Sunday,October
56,Frittata,2016-10-30 12:39:00,afternoon,weekend,2016-10-30,12:39:00,12,Sunday,October
57,Scandinavian,2016-10-30 12:45:00,afternoon,weekend,2016-10-30,12:45:00,12,Sunday,October
58,Victorian Sponge,2016-10-30 12:59:00,afternoon,weekend,2016-10-30,12:59:00,12,Sunday,October
58,Hot chocolate,2016-10-30 12:59:00,afternoon,weekend,2016-10-30,12:59:00,12,Sunday,October
58,Tea,2016-10-30 12:59:00,afternoon,weekend,2016-10-30,12:59:00,12,Sunday,October
58,Soup,2016-10-30 12:59:00,afternoon,weekend,2016-10-30,12:59:00,12,Sunday,October
59,Tea,2016-10-30 13:02:00,afternoon,weekend,2016-10-30,13:02:00,13,Sunday,October
60,Cookies,2016-10-30 13:14:00,afternoon,weekend,2016-10-30,13:14:00,13,Sunday,October
60,Coffee,2016-10-30 13:14:00,afternoon,weekend,2016-10-30,13:14:00,13,Sunday,October
60,Juice,2016-10-30 13:14:00,afternoon,weekend,2016-10-30,13:14:00,13,Sunday,October
60,Coffee,2016-10-30 13:14:00,afternoon,weekend,2016-10-30,13:14:00,13,Sunday,October
61,Coffee,2016-10-30 13:15:00,afternoon,weekend,2016-10-30,13:15:00,13,Sunday,October
62,Pick and Mix Bowls,2016-10-30 13:24:00,afternoon,weekend,2016-10-30,13:24:00,13,Sunday,October
62,Hearty & Seasonal,2016-10-30 13:24:00,afternoon,weekend,2016-10-30,13:24:00,13,Sunday,October
62,Hearty & Seasonal,2016-10-30 13:24:00,afternoon,weekend,2016-10-30,13:24:00,13,Sunday,October
62,Coffee,2016-10-30 13:24:00,afternoon,weekend,2016-10-30,13:24:00,13,Sunday,October
62,Smoothies,2016-10-30 13:24:00,afternoon,weekend,2016-10-30,13:24:00,13,Sunday,October
62,Coffee,2016-10-30 13:24:00,afternoon,weekend,2016-10-30,13:24:00,13,Sunday,October
63,Coffee,2016-10-30 13:33:00,afternoon,weekend,2016-10-30,13:33:00,13,Sunday,October
64,Cake,2016-10-30 13:34:00,afternoon,weekend,2016-10-30,13:34:00,13,Sunday,October
65,Tartine,2016-10-30 13:37:00,afternoon,weekend,2016-10-30,13:37:00,13,Sunday,October
65,Mighty Protein,2016-10-30 13:37:00,afternoon,weekend,2016-10-30,13:37:00,13,Sunday,October
65,Tea,2016-10-30 13:37:00,afternoon,weekend,2016-10-30,13:37:00,13,Sunday,October
65,Coffee,2016-10-30 13:37:00,afternoon,weekend,2016-10-30,13:37:00,13,Sunday,October
66,Hearty & Seasonal,2016-10-30 13:40:00,afternoon,weekend,2016-10-30,13:40:00,13,Sunday,October
66,Frittata,2016-10-30 13:40:00,afternoon,weekend,2016-10-30,13:40:00,13,Sunday,October
66,Mineral water,2016-10-30 13:40:00,afternoon,weekend,2016-10-30,13:40:00,13,Sunday,October
67,Hearty & Seasonal,2016-10-30 13:46:00,afternoon,weekend,2016-10-30,13:46:00,13,Sunday,October
67,Mineral water,2016-10-30 13:46:00,afternoon,weekend,2016-10-30,13:46:00,13,Sunday,October
67,Muffin,2016-10-30 13:46:00,afternoon,weekend,2016-10-30,13:46:00,13,Sunday,October
68,Frittata,2016-10-30 13:49:00,afternoon,weekend,2016-10-30,13:49:00,13,Sunday,October
68,Coffee,2016-10-30 13:49:00,afternoon,weekend,2016-10-30,13:49:00,13,Sunday,October
68,Tea,2016-10-30 13:49:00,afternoon,weekend,2016-10-30,13:49:00,13,Sunday,October
68,Scandinavian,2016-10-30 13:49:00,afternoon,weekend,2016-10-30,13:49:00,13,Sunday,October
68,Chicken sand,2016-10-30 13:49:00,afternoon,weekend,2016-10-30,13:49:00,13,Sunday,October
69,Bread,2016-10-30 13:51:00,afternoon,weekend,2016-10-30,13:51:00,13,Sunday,October
69,Tea,2016-10-30 13:51:00,afternoon,weekend,2016-10-30,13:51:00,13,Sunday,October
69,Victorian Sponge,2016-10-30 13:51:00,afternoon,weekend,2016-10-30,13:51:00,13,Sunday,October
70,Fudge,2016-10-30 13:54:00,afternoon,weekend,2016-10-30,13:54:00,13,Sunday,October
71,Muffin,2016-10-30 13:56:00,afternoon,weekend,2016-10-30,13:56:00,13,Sunday,October
72,Coffee,2016-10-30 14:21:00,afternoon,weekend,2016-10-30,14:21:00,14,Sunday,October
72,Bread,2016-10-30 14:21:00,afternoon,weekend,2016-10-30,14:21:00,14,Sunday,October
73,Bread,2016-10-30 14:22:00,afternoon,weekend,2016-10-30,14:22:00,14,Sunday,October
74,Coffee,2016-10-30 14:24:00,afternoon,weekend,2016-10-30,14:24:00,14,Sunday,October
74,Bread,2016-10-30 14:24:00,afternoon,weekend,2016-10-30,14:24:00,14,Sunday,October
75,Jam,2016-10-30 14:32:00,afternoon,weekend,2016-10-30,14:32:00,14,Sunday,October
75,Frittata,2016-10-30 14:32:00,afternoon,weekend,2016-10-30,14:32:00,14,Sunday,October
76,Coffee,2016-10-30 14:32:00,afternoon,weekend,2016-10-30,14:32:00,14,Sunday,October
77,Scandinavian,2016-10-30 14:35:00,afternoon,weekend,2016-10-30,14:35:00,14,Sunday,October
78,Fudge,2016-10-30 14:42:00,afternoon,weekend,2016-10-30,14:42:00,14,Sunday,October
79,Fudge,2016-10-30 14:45:00,afternoon,weekend,2016-10-30,14:45:00,14,Sunday,October
79,Tea,2016-10-30 14:45:00,afternoon,weekend,2016-10-30,14:45:00,14,Sunday,October
79,Coffee,2016-10-30 14:45:00,afternoon,weekend,2016-10-30,14:45:00,14,Sunday,October
79,Muffin,2016-10-30 14:45:00,afternoon,weekend,2016-10-30,14:45:00,14,Sunday,October
80,Frittata,2016-10-30 14:48:00,afternoon,weekend,2016-10-30,14:48:00,14,Sunday,October
80,Bread,2016-10-30 14:48:00,afternoon,weekend,2016-10-30,14:48:00,14,Sunday,October
80,Coffee,2016-10-30 14:48:00,afternoon,weekend,2016-10-30,14:48:00,14,Sunday,October
81,Coffee,2016-10-31 08:28:00,morning,weekday,2016-10-31,08:28:00,8,Monday,October
81,Cake,2016-10-31 08:28:00,morning,weekday,2016-10-31,08:28:00,8,Monday,October
82,Tartine,2016-10-31 08:47:00,morning,weekday,2016-10-31,08:47:00,8,Monday,October
82,Bread,2016-10-31 08:47:00,morning,weekday,2016-10-31,08:47:00,8,Monday,October
83,Coffee,2016-10-31 08:57:00,morning,weekday,2016-10-31,08:57:00,8,Monday,October
83,Bread,2016-10-31 08:57:00,morning,weekday,2016-10-31,08:57:00,8,Monday,October
84,Bread,2016-10-31 09:04:00,morning,weekday,2016-10-31,09:04:00,9,Monday,October
85,Coffee,2016-10-31 09:10:00,morning,weekday,2016-10-31,09:10:00,9,Monday,October
85,Coffee,2016-10-31 09:10:00,morning,weekday,2016-10-31,09:10:00,9,Monday,October
85,Pastry,2016-10-31 09:10:00,morning,weekday,2016-10-31,09:10:00,9,Monday,October
85,Medialuna,2016-10-31 09:10:00,morning,weekday,2016-10-31,09:10:00,9,Monday,October
86,Juice,2016-10-31 09:11:00,morning,weekday,2016-10-31,09:11:00,9,Monday,October
87,Bread,2016-10-31 09:12:00,morning,weekday,2016-10-31,09:12:00,9,Monday,October
88,Coffee,2016-10-31 09:16:00,morning,weekday,2016-10-31,09:16:00,9,Monday,October
88,Coffee,2016-10-31 09:16:00,morning,weekday,2016-10-31,09:16:00,9,Monday,October
88,Jam,2016-10-31 09:16:00,morning,weekday,2016-10-31,09:16:00,9,Monday,October
89,Bread,2016-10-31 09:19:00,morning,weekday,2016-10-31,09:19:00,9,Monday,October
90,Bread,2016-10-31 09:20:00,morning,weekday,2016-10-31,09:20:00,9,Monday,October
90,Coffee,2016-10-31 09:20:00,morning,weekday,2016-10-31,09:20:00,9,Monday,October
91,Tea,2016-10-31 09:22:00,morning,weekday,2016-10-31,09:22:00,9,Monday,October
92,Coffee,2016-10-31 09:27:00,morning,weekday,2016-10-31,09:27:00,9,Monday,October
93,Bread,2016-10-31 09:29:00,morning,weekday,2016-10-31,09:29:00,9,Monday,October
93,Coke,2016-10-31 09:29:00,morning,weekday,2016-10-31,09:29:00,9,Monday,October
94,Coffee,2016-10-31 09:39:00,morning,weekday,2016-10-31,09:39:00,9,Monday,October
94,Coffee,2016-10-31 09:39:00,morning,weekday,2016-10-31,09:39:00,9,Monday,October
95,Tea,2016-10-31 09:43:00,morning,weekday,2016-10-31,09:43:00,9,Monday,October
95,Pastry,2016-10-31 09:43:00,morning,weekday,2016-10-31,09:43:00,9,Monday,October
95,Farm House,2016-10-31 09:43:00,morning,weekday,2016-10-31,09:43:00,9,Monday,October
96,Pastry,2016-10-31 09:46:00,morning,weekday,2016-10-31,09:46:00,9,Monday,October
96,Pastry,2016-10-31 09:46:00,morning,weekday,2016-10-31,09:46:00,9,Monday,October
96,Coffee,2016-10-31 09:46:00,morning,weekday,2016-10-31,09:46:00,9,Monday,October
96,Juice,2016-10-31 09:46:00,morning,weekday,2016-10-31,09:46:00,9,Monday,October
97,Coffee,2016-10-31 09:51:00,morning,weekday,2016-10-31,09:51:00,9,Monday,October
97,Pastry,2016-10-31 09:51:00,morning,weekday,2016-10-31,09:51:00,9,Monday,October
97,Juice,2016-10-31 09:51:00,morning,weekday,2016-10-31,09:51:00,9,Monday,October
98,Farm House,2016-10-31 09:52:00,morning,weekday,2016-10-31,09:52:00,9,Monday,October
99,Pastry,2016-10-31 09:56:00,morning,weekday,2016-10-31,09:56:00,9,Monday,October
99,Pastry,2016-10-31 09:56:00,morning,weekday,2016-10-31,09:56:00,9,Monday,October
99,Coffee,2016-10-31 09:56:00,morning,weekday,2016-10-31,09:56:00,9,Monday,October
99,Bread,2016-10-31 09:56:00,morning,weekday,2016-10-31,09:56:00,9,Monday,October
100,Bread,2016-10-31 09:58:00,morning,weekday,2016-10-31,09:58:00,9,Monday,October
101,Coffee,2016-10-31 10:04:00,morning,weekday,2016-10-31,10:04:00,10,Monday,October
101,Pastry,2016-10-31 10:04:00,morning,weekday,2016-10-31,10:04:00,10,Monday,October
102,Farm House,2016-10-31 10:04:00,morning,weekday,2016-10-31,10:04:00,10,Monday,October
103,Bread,2016-10-31 10:07:00,morning,weekday,2016-10-31,10:07:00,10,Monday,October
104,Coffee,2016-10-31 10:12:00,morning,weekday,2016-10-31,10:12:00,10,Monday,October
104,Coffee,2016-10-31 10:12:00,morning,weekday,2016-10-31,10:12:00,10,Monday,October
104,Medialuna,2016-10-31 10:12:00,morning,weekday,2016-10-31,10:12:00,10,Monday,October
104,Muffin,2016-10-31 10:12:00,morning,weekday,2016-10-31,10:12:00,10,Monday,October
104,Coffee,2016-10-31 10:12:00,morning,weekday,2016-10-31,10:12:00,10,Monday,October
105,Coffee,2016-10-31 10:21:00,morning,weekday,2016-10-31,10:21:00,10,Monday,October
105,Tea,2016-10-31 10:21:00,morning,weekday,2016-10-31,10:21:00,10,Monday,October
105,Cake,2016-10-31 10:21:00,morning,weekday,2016-10-31,10:21:00,10,Monday,October
106,Coffee,2016-10-31 10:24:00,morning,weekday,2016-10-31,10:24:00,10,Monday,October
106,Coffee,2016-10-31 10:24:00,morning,weekday,2016-10-31,10:24:00,10,Monday,October
106,Pastry,2016-10-31 10:24:00,morning,weekday,2016-10-31,10:24:00,10,Monday,October
106,Pastry,2016-10-31 10:24:00,morning,weekday,2016-10-31,10:24:00,10,Monday,October
107,Coffee,2016-10-31 10:27:00,morning,weekday,2016-10-31,10:27:00,10,Monday,October
107,Tea,2016-10-31 10:27:00,morning,weekday,2016-10-31,10:27:00,10,Monday,October
108,Farm House,2016-10-31 10:31:00,morning,weekday,2016-10-31,10:31:00,10,Monday,October
108,Muffin,2016-10-31 10:31:00,morning,weekday,2016-10-31,10:31:00,10,Monday,October
109,Bread,2016-10-31 10:35:00,morning,weekday,2016-10-31,10:35:00,10,Monday,October
109,Muffin,2016-10-31 10:35:00,morning,weekday,2016-10-31,10:35:00,10,Monday,October
109,Pastry,2016-10-31 10:35:00,morning,weekday,2016-10-31,10:35:00,10,Monday,October
110,Pastry,2016-10-31 10:36:00,morning,weekday,2016-10-31,10:36:00,10,Monday,October
111,Coffee,2016-10-31 10:38:00,morning,weekday,2016-10-31,10:38:00,10,Monday,October
112,Coffee,2016-10-31 10:59:00,morning,weekday,2016-10-31,10:59:00,10,Monday,October
113,Coffee,2016-10-31 11:02:00,morning,weekday,2016-10-31,11:02:00,11,Monday,October
113,Cake,2016-10-31 11:02:00,morning,weekday,2016-10-31,11:02:00,11,Monday,October
114,Farm House,2016-10-31 11:05:00,morning,weekday,2016-10-31,11:05:00,11,Monday,October
115,Bread,2016-10-31 11:08:00,morning,weekday,2016-10-31,11:08:00,11,Monday,October
116,Coffee,2016-10-31 11:11:00,morning,weekday,2016-10-31,11:11:00,11,Monday,October
117,Cookies,2016-10-31 11:13:00,morning,weekday,2016-10-31,11:13:00,11,Monday,October
117,Cake,2016-10-31 11:13:00,morning,weekday,2016-10-31,11:13:00,11,Monday,October
117,Coffee,2016-10-31 11:13:00,morning,weekday,2016-10-31,11:13:00,11,Monday,October
117,My-5 Fruit Shoot,2016-10-31 11:13:00,morning,weekday,2016-10-31,11:13:00,11,Monday,October
118,Cookies,2016-10-31 11:18:00,morning,weekday,2016-10-31,11:18:00,11,Monday,October
118,Cookies,2016-10-31 11:18:00,morning,weekday,2016-10-31,11:18:00,11,Monday,October
118,Tea,2016-10-31 11:18:00,morning,weekday,2016-10-31,11:18:00,11,Monday,October
118,Pastry,2016-10-31 11:18:00,morning,weekday,2016-10-31,11:18:00,11,Monday,October
119,Coffee,2016-10-31 11:25:00,morning,weekday,2016-10-31,11:25:00,11,Monday,October
119,Coffee,2016-10-31 11:25:00,morning,weekday,2016-10-31,11:25:00,11,Monday,October
119,Muffin,2016-10-31 11:25:00,morning,weekday,2016-10-31,11:25:00,11,Monday,October
120,Farm House,2016-10-31 11:29:00,morning,weekday,2016-10-31,11:29:00,11,Monday,October
121,Coffee,2016-10-31 11:30:00,morning,weekday,2016-10-31,11:30:00,11,Monday,October
121,Bread,2016-10-31 11:30:00,morning,weekday,2016-10-31,11:30:00,11,Monday,October
122,Cookies,2016-10-31 11:37:00,morning,weekday,2016-10-31,11:37:00,11,Monday,October
123,Jam,2016-10-31 11:42:00,morning,weekday,2016-10-31,11:42:00,11,Monday,October
123,Coffee,2016-10-31 11:42:00,morning,weekday,2016-10-31,11:42:00,11,Monday,October
123,Coffee,2016-10-31 11:42:00,morning,weekday,2016-10-31,11:42:00,11,Monday,October
123,Juice,2016-10-31 11:42:00,morning,weekday,2016-10-31,11:42:00,11,Monday,October
124,Coffee,2016-10-31 11:43:00,morning,weekday,2016-10-31,11:43:00,11,Monday,October
124,Soup,2016-10-31 11:43:00,morning,weekday,2016-10-31,11:43:00,11,Monday,October
125,Tea,2016-10-31 11:47:00,morning,weekday,2016-10-31,11:47:00,11,Monday,October
126,Coffee,2016-10-31 11:52:00,morning,weekday,2016-10-31,11:52:00,11,Monday,October
126,Jam,2016-10-31 11:52:00,morning,weekday,2016-10-31,11:52:00,11,Monday,October
127,Farm House,2016-10-31 11:53:00,morning,weekday,2016-10-31,11:53:00,11,Monday,October
128,Tartine,2016-10-31 11:55:00,morning,weekday,2016-10-31,11:55:00,11,Monday,October
128,Coffee,2016-10-31 11:55:00,morning,weekday,2016-10-31,11:55:00,11,Monday,October
128,Tea,2016-10-31 11:55:00,morning,weekday,2016-10-31,11:55:00,11,Monday,October
129,Coffee,2016-10-31 11:59:00,morning,weekday,2016-10-31,11:59:00,11,Monday,October
129,Coffee,2016-10-31 11:59:00,morning,weekday,2016-10-31,11:59:00,11,Monday,October
129,Cake,2016-10-31 11:59:00,morning,weekday,2016-10-31,11:59:00,11,Monday,October
130,Coffee,2016-10-31 12:03:00,afternoon,weekday,2016-10-31,12:03:00,12,Monday,October
130,Coffee,2016-10-31 12:03:00,afternoon,weekday,2016-10-31,12:03:00,12,Monday,October
130,Muffin,2016-10-31 12:03:00,afternoon,weekday,2016-10-31,12:03:00,12,Monday,October
131,Bread,2016-10-31 12:08:00,afternoon,weekday,2016-10-31,12:08:00,12,Monday,October
131,Coffee,2016-10-31 12:08:00,afternoon,weekday,2016-10-31,12:08:00,12,Monday,October
132,Tea,2016-10-31 12:14:00,afternoon,weekday,2016-10-31,12:14:00,12,Monday,October
132,Juice,2016-10-31 12:14:00,afternoon,weekday,2016-10-31,12:14:00,12,Monday,October
132,Pick and Mix Bowls,2016-10-31 12:14:00,afternoon,weekday,2016-10-31,12:14:00,12,Monday,October
